User_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
2063936e,28,1,477.48,4,1,4,9,Loyal Customers
20797b76,206,1,495.02,2,1,4,7,Potential Loyalists
2081a750,81,1,144.58,3,1,2,6,Potential Loyalists
20838914,145,1,350.86,3,1,4,8,Loyal Customers
20951b9c,80,1,103.11,4,1,1,6,Potential Loyalists
2097921f,133,1,172.28,3,1,2,6,Potential Loyalists
20a19ba6,128,1,79.59,3,1,1,5,At Risk
20a55aba,118,1,321.11,3,1,4,8,Loyal Customers
20af9383,7,1,207.18,4,1,3,8,Loyal Customers
20eef2f5,217,1,129.53,2,1,2,5,At Risk
2136e170,295,1,435.96,1,1,4,6,Potential Loyalists
2157ff60,226,1,212.26,2,1,3,6,Potential Loyalists
215a7f76,283,1,138.95,1,1,2,4,At Risk
215d2ce2,215,1,367.94,2,1,4,7,Potential Loyalists
21946755,61,1,286.63,4,1,3,8,Loyal Customers
219cee6a,84,1,268.69,3,1,3,7,Potential Loyalists
21bb3317,139,1,82.45,3,1,1,5,At Risk
21bf6170,181,1,351.16,2,1,4,7,Potential Loyalists
21d9914c,181,1,166.55,2,1,2,5,At Risk
21e0291a,279,1,315.67,1,1,4,6,Potential Loyalists
21ee3aaf,267,1,433.41,1,1,4,6,Potential Loyalists
2213103b,2,1,375.81,4,1,4,9,Loyal Customers
221a9af4,124,1,54.03,3,1,1,5,At Risk
222d2020,222,1,243.77,2,1,3,6,Potential Loyalists
223e1e33,319,1,39.56,1,1,1,3,Lost Customers
226d02cd,203,1,321.01,2,1,4,7,Potential Loyalists
22814487,271,1,286.23,1,1,3,5,At Risk
22830113,298,1,245.73,1,1,3,5,At Risk
22898985,239,1,243.49,2,1,3,6,Potential Loyalists
22b16d50,26,1,124.03,4,1,2,7,Potential Loyalists
22cc7cea,137,1,370.53,3,1,4,8,Loyal Customers
22ce90f0,257,1,338.0,1,1,4,6,Potential Loyalists
22d18844,123,1,234.64,3,1,3,7,Potential Loyalists
22d2eefa,255,1,157.17,1,1,2,4,At Risk
22dccae1,258,1,394.02,1,1,4,6,Potential Loyalists
22f0569f,238,1,283.14,2,1,3,6,Potential Loyalists
22fef1b5,43,1,362.77,4,1,4,9,Loyal Customers
234be188,119,1,209.81,3,1,3,7,Potential Loyalists
2359eacf,149,1,186.79,3,1,2,6,Potential Loyalists
238fba4a,177,1,124.21,2,1,2,5,At Risk
23921511,295,1,229.27,1,1,3,5,At Risk
23b03fac,9,1,12.22,4,1,1,6,Potential Loyalists
23b8db27,73,1,350.58,4,1,4,9,Loyal Customers
23b9515e,105,1,78.77,3,1,1,5,At Risk
23c2d847,156,1,214.75,3,1,3,7,Potential Loyalists
23d9f470,155,1,117.67,3,1,2,6,Potential Loyalists
23e22794,121,1,115.89,3,1,2,6,Potential Loyalists
23e6b564,67,1,54.3,4,1,1,6,Potential Loyalists
23e711df,299,1,294.81,1,1,3,5,At Risk
23e8e15d,142,1,74.23,3,1,1,5,At Risk
23eb2059,307,1,231.0,1,1,3,5,At Risk
2403105a,160,1,303.91,3,1,3,7,Potential Loyalists
2421a3f6,15,1,264.49,4,1,3,8,Loyal Customers
24315376,89,1,188.78,3,1,2,6,Potential Loyalists
244380ac,80,1,79.82,4,1,1,6,Potential Loyalists
244e736c,70,1,120.58,4,1,2,7,Potential Loyalists
24615a11,228,1,18.17,2,1,1,4,At Risk
247db661,70,1,251.48,4,1,3,8,Loyal Customers
2498a9ec,313,1,54.95,1,1,1,3,Lost Customers
249fb3ec,118,1,205.3,3,1,3,7,Potential Loyalists
24adcd0d,300,1,31.09,1,1,1,3,Lost Customers
24af6c3e,40,1,32.29,4,1,1,6,Potential Loyalists
24c878ae,17,1,87.88,4,1,1,6,Potential Loyalists
24d2a786,52,1,242.15,4,1,3,8,Loyal Customers
24f2c911,172,1,251.09,2,1,3,6,Potential Loyalists
24f89561,130,1,61.27,3,1,1,5,At Risk
251c90d9,114,1,233.25,3,1,3,7,Potential Loyalists
257a8ce9,260,1,234.0,1,1,3,5,At Risk
257af577,107,1,285.38,3,1,3,7,Potential Loyalists
25804b99,155,1,11.38,3,1,1,5,At Risk
2589f4a9,73,1,241.97,4,1,3,8,Loyal Customers
259e5ade,140,1,272.29,3,1,3,7,Potential Loyalists
25a0d325,19,1,254.59,4,1,3,8,Loyal Customers
25a1921e,102,1,313.14,3,1,4,8,Loyal Customers
25f82afb,262,1,89.55,1,1,1,3,Lost Customers
25f8c79a,127,1,428.28,3,1,4,8,Loyal Customers
260c8ec5,170,1,19.29,2,1,1,4,At Risk
26503871,31,1,153.45,4,1,2,7,Potential Loyalists
26525a44,299,1,169.49,1,1,2,4,At Risk
267cacf2,35,1,12.81,4,1,1,6,Potential Loyalists
268cf1de,72,1,244.73,4,1,3,8,Loyal Customers
2697b3d8,263,1,116.64,1,1,2,4,At Risk
26a29655,236,1,128.35,2,1,2,5,At Risk
26bc1cc6,242,1,300.25,2,1,3,6,Potential Loyalists
26d5be1a,48,1,324.09,4,1,4,9,Loyal Customers
26dd0325,138,1,280.17,3,1,3,7,Potential Loyalists
27016f42,70,1,232.25,4,1,3,8,Loyal Customers
2726ae9c,60,1,254.69,4,1,3,8,Loyal Customers
27299b68,187,1,181.96,2,1,2,5,At Risk
2736921c,137,1,270.52,3,1,3,7,Potential Loyalists
2753195e,3,1,97.3,4,1,1,6,Potential Loyalists
276261b1,245,1,38.05,1,1,1,3,Lost Customers
276c64b5,189,1,28.77,2,1,1,4,At Risk
27974553,220,1,299.89,2,1,3,6,Potential Loyalists
2799503e,34,1,445.94,4,1,4,9,Loyal Customers
27a4d0b6,141,1,93.17,3,1,1,5,At Risk
27b48e7c,268,1,247.88,1,1,3,5,At Risk
27bb9508,129,1,362.98,3,1,4,8,Loyal Customers
27dd0710,60,1,34.66,4,1,1,6,Potential Loyalists
27e8fb1c,125,1,341.77,3,1,4,8,Loyal Customers
27e9dd51,305,1,338.09,1,1,4,6,Potential Loyalists
2803642c,101,1,124.03,3,1,2,6,Potential Loyalists
280e0662,138,1,174.08,3,1,2,6,Potential Loyalists
28223fc3,12,1,160.34,4,1,2,7,Potential Loyalists
28248fbd,184,1,319.26,2,1,4,7,Potential Loyalists
284c8015,91,1,32.61,3,1,1,5,At Risk
2854d5ba,28,1,281.28,4,1,3,8,Loyal Customers
288cd987,307,1,362.88,1,1,4,6,Potential Loyalists
28b4e804,182,1,91.98,2,1,1,4,At Risk
28bc186c,224,1,154.81,2,1,2,5,At Risk
28eb571c,157,1,186.09,3,1,2,6,Potential Loyalists
2921198f,171,1,154.47,2,1,2,5,At Risk
292307da,96,1,370.57,3,1,4,8,Loyal Customers
2928d620,271,1,343.01,1,1,4,6,Potential Loyalists
29421930,269,1,262.79,1,1,3,5,At Risk
294af876,257,1,35.24,1,1,1,3,Lost Customers
295576f0,150,1,74.93,3,1,1,5,At Risk
295a2e0b,285,1,349.58,1,1,4,6,Potential Loyalists
295b35ad,99,1,182.57,3,1,2,6,Potential Loyalists
29603095,247,1,87.81,1,1,1,3,Lost Customers
29782162,313,1,100.26,1,1,1,3,Lost Customers
29aa9b2f,278,1,325.67,1,1,4,6,Potential Loyalists
29af7e68,162,1,366.15,3,1,4,8,Loyal Customers
29b1dbdf,83,1,189.34,3,1,2,6,Potential Loyalists
29b3c37a,85,1,381.05,3,1,4,8,Loyal Customers
29b418a7,102,1,328.1,3,1,4,8,Loyal Customers
29ca507d,39,1,444.79,4,1,4,9,Loyal Customers
29d6e060,300,1,15.65,1,1,1,3,Lost Customers
29db5c37,83,1,393.12,3,1,4,8,Loyal Customers
29f39439,14,1,336.87,4,1,4,9,Loyal Customers
2a015472,222,1,8.12,2,1,1,4,At Risk
2a1d2b27,141,1,394.83,3,1,4,8,Loyal Customers
2a202e20,302,1,29.68,1,1,1,3,Lost Customers
2a21b2f5,48,1,156.64,4,1,2,7,Potential Loyalists
2a238fbc,62,1,239.66,4,1,3,8,Loyal Customers
2a59f763,8,1,162.51,4,1,2,7,Potential Loyalists
2a641c9d,97,1,320.7,3,1,4,8,Loyal Customers
2a658d86,105,1,165.06,3,1,2,6,Potential Loyalists
2a770607,251,1,154.81,1,1,2,4,At Risk
2a815054,81,1,78.14,3,1,1,5,At Risk
2ad90cf7,63,1,21.54,4,1,1,6,Potential Loyalists
2ad94b3d,278,1,372.23,1,1,4,6,Potential Loyalists
2ae065a3,155,1,294.48,3,1,3,7,Potential Loyalists
2af6136c,179,1,35.9,2,1,1,4,At Risk
2b3198dd,103,1,88.28,3,1,1,5,At Risk
2b33b2b6,208,1,309.34,2,1,4,7,Potential Loyalists
2b87059b,25,1,325.94,4,1,4,9,Loyal Customers
2b8be919,57,1,38.32,4,1,1,6,Potential Loyalists
2ba824ee,263,1,105.63,1,1,2,4,At Risk
2bca9bc1,283,1,135.08,1,1,2,4,At Risk
2c0885e0,322,1,347.18,1,1,4,6,Potential Loyalists
2c190d8c,264,1,245.72,1,1,3,5,At Risk
2c2500ea,5,1,412.25,4,1,4,9,Loyal Customers
2c3663ad,294,1,191.53,1,1,2,4,At Risk
2c36db95,256,1,51.1,1,1,1,3,Lost Customers
2c3e4736,188,1,27.68,2,1,1,4,At Risk
2c42e5cd,196,1,189.77,2,1,2,5,At Risk
2c522119,52,1,362.13,4,1,4,9,Loyal Customers
2c58e6ef,165,1,296.06,2,1,3,6,Potential Loyalists
2c5dc3ec,115,1,25.09,3,1,1,5,At Risk
2c837e21,171,1,153.44,2,1,2,5,At Risk
2ca25b33,52,1,390.18,4,1,4,9,Loyal Customers
2cac4c48,314,1,161.41,1,1,2,4,At Risk
2cc7ae37,51,1,228.76,4,1,3,8,Loyal Customers
2cd8b0cf,20,1,83.5,4,1,1,6,Potential Loyalists
2ce28bf9,312,1,112.91,1,1,2,4,At Risk
2ce76c47,49,1,133.79,4,1,2,7,Potential Loyalists
2d03157c,119,1,250.96,3,1,3,7,Potential Loyalists
2d07ff15,33,1,349.01,4,1,4,9,Loyal Customers
2d1dbbf3,168,1,328.63,2,1,4,7,Potential Loyalists
2d37b12b,134,1,233.42,3,1,3,7,Potential Loyalists
2d3fc0c1,288,1,6.35,1,1,1,3,Lost Customers
2d4ac994,296,1,212.41,1,1,3,5,At Risk
2d574c24,128,1,322.34,3,1,4,8,Loyal Customers
2d642d1e,42,1,225.25,4,1,3,8,Loyal Customers
2d6ba8ae,52,1,24.09,4,1,1,6,Potential Loyalists
2d70ea63,5,1,66.27,4,1,1,6,Potential Loyalists
2d841a95,39,1,324.33,4,1,4,9,Loyal Customers
2d95c0e0,319,1,319.83,1,1,4,6,Potential Loyalists
2da125c1,42,1,326.01,4,1,4,9,Loyal Customers
2da6d115,210,1,28.31,2,1,1,4,At Risk
2db259c4,220,1,13.88,2,1,1,4,At Risk
2dbcadea,240,1,13.4,2,1,1,4,At Risk
2dbdb640,116,1,273.85,3,1,3,7,Potential Loyalists
2dd4607e,171,1,394.67,2,1,4,7,Potential Loyalists
2e19e8b7,36,1,330.43,4,1,4,9,Loyal Customers
2e1fecb3,182,1,261.58,2,1,3,6,Potential Loyalists
2e20a6a6,178,1,161.14,2,1,2,5,At Risk
2e31f938,309,1,144.94,1,1,2,4,At Risk
2e348747,134,1,122.9,3,1,2,6,Potential Loyalists
2e35be56,120,1,184.43,3,1,2,6,Potential Loyalists
2e541d01,257,1,177.28,1,1,2,4,At Risk
2ea44e9d,252,1,320.09,1,1,4,6,Potential Loyalists
2ece1205,39,1,182.88,4,1,2,7,Potential Loyalists
2ed9c959,227,1,91.06,2,1,1,4,At Risk
2efb6b7f,176,1,315.45,2,1,4,7,Potential Loyalists
2f07538e,151,1,161.1,3,1,2,6,Potential Loyalists
2f09e4cc,261,1,130.75,1,1,2,4,At Risk
2f0e0bd3,236,1,189.05,2,1,2,5,At Risk
2f1fa8ae,110,1,71.78,3,1,1,5,At Risk
2f2a8b7a,208,1,183.58,2,1,2,5,At Risk
2f2e35cd,186,1,353.56,2,1,4,7,Potential Loyalists
2f4b4df8,243,1,96.96,2,1,1,4,At Risk
2f779c7b,295,1,166.25,1,1,2,4,At Risk
2f96ad99,218,1,222.31,2,1,3,6,Potential Loyalists
2fb02560,300,1,136.11,1,1,2,4,At Risk
2fb404f4,305,1,314.46,1,1,4,6,Potential Loyalists
2fb9f48b,122,1,302.08,3,1,3,7,Potential Loyalists
2fcadb6b,217,1,227.4,2,1,3,6,Potential Loyalists
2fcdb2c6,206,1,64.3,2,1,1,4,At Risk
2fdaa4b7,60,1,180.9,4,1,2,7,Potential Loyalists
2ff6e11d,236,1,117.54,2,1,2,5,At Risk
2ffde046,239,1,209.87,2,1,3,6,Potential Loyalists
3043e68e,78,1,244.35,4,1,3,8,Loyal Customers
3066b9d4,199,1,105.83,2,1,2,5,At Risk
30bffc4c,78,1,90.63,4,1,1,6,Potential Loyalists
30d3fca9,296,1,344.13,1,1,4,6,Potential Loyalists
30eccf94,124,1,28.6,3,1,1,5,At Risk
310c7ad6,222,1,87.17,2,1,1,4,At Risk
310ecc50,67,1,472.32,4,1,4,9,Loyal Customers
31207659,284,1,402.82,1,1,4,6,Potential Loyalists
312114bd,101,1,63.46,3,1,1,5,At Risk
3123e3f0,281,1,298.34,1,1,3,5,At Risk
313b6efb,67,1,236.7,4,1,3,8,Loyal Customers
313c6da5,314,1,111.8,1,1,2,4,At Risk
315b7094,203,1,245.29,2,1,3,6,Potential Loyalists
316d6899,47,1,62.07,4,1,1,6,Potential Loyalists
316e72b1,51,1,216.18,4,1,3,8,Loyal Customers
3175823b,313,1,128.37,1,1,2,4,At Risk
31761a11,125,1,147.18,3,1,2,6,Potential Loyalists
317a7a6a,227,1,247.11,2,1,3,6,Potential Loyalists
317bca3f,255,1,162.55,1,1,2,4,At Risk
3199bdec,285,1,390.62,1,1,4,6,Potential Loyalists
31b3a467,90,1,133.63,3,1,2,6,Potential Loyalists
31c5ddc8,51,1,434.36,4,1,4,9,Loyal Customers
31cc9c2c,46,1,240.01,4,1,3,8,Loyal Customers
31ee86d0,42,1,168.45,4,1,2,7,Potential Loyalists
31efc044,60,1,52.29,4,1,1,6,Potential Loyalists
32001e61,241,1,251.24,2,1,3,6,Potential Loyalists
320a04c7,87,1,141.81,3,1,2,6,Potential Loyalists
32196cbd,80,1,435.68,4,1,4,9,Loyal Customers
323b46c6,166,1,323.2,2,1,4,7,Potential Loyalists
32839723,229,1,28.25,2,1,1,4,At Risk
328d03d8,134,1,260.12,3,1,3,7,Potential Loyalists
329b7c97,186,1,121.0,2,1,2,5,At Risk
32a490f4,4,1,118.27,4,1,2,7,Potential Loyalists
32a6d6c8,5,1,424.81,4,1,4,9,Loyal Customers
32b21e58,99,1,152.03,3,1,2,6,Potential Loyalists
32b7d579,298,1,133.05,1,1,2,4,At Risk
32c80a92,20,1,345.92,4,1,4,9,Loyal Customers
32d535ae,220,1,347.69,2,1,4,7,Potential Loyalists
32e20e76,115,1,64.55,3,1,1,5,At Risk
32fbc798,302,1,393.1,1,1,4,6,Potential Loyalists
3379f7d2,202,1,31.61,2,1,1,4,At Risk
337c166f,10,1,31.05,4,1,1,6,Potential Loyalists
33988d4a,190,1,134.72,2,1,2,5,At Risk
33a45bd6,139,1,128.35,3,1,2,6,Potential Loyalists
33af27e1,14,1,289.46,4,1,3,8,Loyal Customers
33b289dd,263,1,388.9,1,1,4,6,Potential Loyalists
33be8310,162,1,299.66,3,1,3,7,Potential Loyalists
33c35bb2,240,1,39.99,2,1,1,4,At Risk
33ec4e9b,246,1,416.88,1,1,4,6,Potential Loyalists
33f0e5f8,170,1,18.7,2,1,1,4,At Risk
3421e7ba,231,1,254.31,2,1,3,6,Potential Loyalists
345947ca,70,1,262.24,4,1,3,8,Loyal Customers
3467a8f9,158,1,342.78,3,1,4,8,Loyal Customers
346f2c53,77,1,18.99,4,1,1,6,Potential Loyalists
3474bf64,239,1,301.74,2,1,3,6,Potential Loyalists
348b4f2e,301,1,167.35,1,1,2,4,At Risk
348cf1e9,69,1,77.25,4,1,1,6,Potential Loyalists
349248b9,242,1,335.03,2,1,4,7,Potential Loyalists
3495e6fe,120,1,201.48,3,1,3,7,Potential Loyalists
34c8ee63,62,1,12.45,4,1,1,6,Potential Loyalists
34cb1abe,69,1,80.79,4,1,1,6,Potential Loyalists
34dad111,143,1,370.33,3,1,4,8,Loyal Customers
34e04e99,75,1,41.06,4,1,1,6,Potential Loyalists
34ebc1a0,3,1,180.94,4,1,2,7,Potential Loyalists
34f377cd,298,1,93.17,1,1,1,3,Lost Customers
3502c114,38,1,47.45,4,1,1,6,Potential Loyalists
35190f96,90,1,67.4,3,1,1,5,At Risk
35227ad8,279,1,380.46,1,1,4,6,Potential Loyalists
3522f888,148,1,271.88,3,1,3,7,Potential Loyalists
35313885,54,1,182.46,4,1,2,7,Potential Loyalists
355f934f,126,1,250.92,3,1,3,7,Potential Loyalists
3567c84b,161,1,395.33,3,1,4,8,Loyal Customers
3569a81f,320,1,296.22,1,1,3,5,At Risk
3575e317,181,1,140.26,2,1,2,5,At Risk
3598a6ef,208,1,111.96,2,1,2,5,At Risk
359b71d4,289,1,414.61,1,1,4,6,Potential Loyalists
35f185be,108,1,301.37,3,1,3,7,Potential Loyalists
36056157,87,1,454.85,3,1,4,8,Loyal Customers
360ae88b,26,1,280.82,4,1,3,8,Loyal Customers
361a60b8,114,1,437.06,3,1,4,8,Loyal Customers
363fe23b,47,1,305.27,4,1,4,9,Loyal Customers
367bd243,281,1,292.97,1,1,3,5,At Risk
367debf4,272,1,187.86,1,1,2,4,At Risk
36848d01,320,1,29.12,1,1,1,3,Lost Customers
3696bfd0,317,1,295.93,1,1,3,5,At Risk
3699f97e,96,1,437.3,3,1,4,8,Loyal Customers
369f273e,214,1,173.68,2,1,2,5,At Risk
36ca8907,41,1,29.43,4,1,1,6,Potential Loyalists
36cd4e86,237,1,290.75,2,1,3,6,Potential Loyalists
36e2ff8c,72,1,36.75,4,1,1,6,Potential Loyalists
36e6f67c,257,1,8.35,1,1,1,3,Lost Customers
36f1d6a4,133,1,333.83,3,1,4,8,Loyal Customers
36f7dbc7,319,1,35.55,1,1,1,3,Lost Customers
36fdc5a6,187,1,223.33,2,1,3,6,Potential Loyalists
371ace0c,156,1,193.56,3,1,2,6,Potential Loyalists
372fa176,23,1,67.96,4,1,1,6,Potential Loyalists
374ece51,154,1,18.15,3,1,1,5,At Risk
37610673,9,1,85.04,4,1,1,6,Potential Loyalists
376509b0,64,1,331.16,4,1,4,9,Loyal Customers
376f737f,29,1,90.81,4,1,1,6,Potential Loyalists
3772bd8a,265,1,131.53,1,1,2,4,At Risk
37a64a6f,76,1,266.2,4,1,3,8,Loyal Customers
37be8f06,218,1,43.34,2,1,1,4,At Risk
38007c77,93,1,295.8,3,1,3,7,Potential Loyalists
380397f3,256,1,347.06,1,1,4,6,Potential Loyalists
3822b8b3,224,1,107.81,2,1,2,5,At Risk
384b7acb,318,1,39.68,1,1,1,3,Lost Customers
3855d9fa,53,1,28.27,4,1,1,6,Potential Loyalists
387543ee,128,1,456.78,3,1,4,8,Loyal Customers
3885e4b0,137,1,281.72,3,1,3,7,Potential Loyalists
388acc9a,252,1,29.53,1,1,1,3,Lost Customers
389887c2,177,1,53.68,2,1,1,4,At Risk
38a1a724,93,1,230.21,3,1,3,7,Potential Loyalists
38a1e970,291,1,260.82,1,1,3,5,At Risk
39065b8b,199,1,157.63,2,1,2,5,At Risk
3908e634,254,1,340.56,1,1,4,6,Potential Loyalists
391837b0,144,1,418.48,3,1,4,8,Loyal Customers
3937299c,212,1,207.43,2,1,3,6,Potential Loyalists
394508f2,128,1,144.11,3,1,2,6,Potential Loyalists
3949fcb4,119,1,80.25,3,1,1,5,At Risk
39534104,209,1,66.61,2,1,1,4,At Risk
3958d313,168,1,32.64,2,1,1,4,At Risk
395d4994,235,1,129.89,2,1,2,5,At Risk
3980a7d0,286,1,294.13,1,1,3,5,At Risk
3991123d,100,1,42.7,3,1,1,5,At Risk
39963ecc,313,1,333.11,1,1,4,6,Potential Loyalists
399a95fc,235,1,352.22,2,1,4,7,Potential Loyalists
39b5a2a7,60,1,252.62,4,1,3,8,Loyal Customers
39c35fd6,190,1,65.7,2,1,1,4,At Risk
39d11da5,222,1,214.45,2,1,3,6,Potential Loyalists
3a07a85f,221,1,265.38,2,1,3,6,Potential Loyalists
3a2348ca,105,1,210.56,3,1,3,7,Potential Loyalists
3a3e2372,167,1,107.22,2,1,2,5,At Risk
3a475b95,269,1,113.09,1,1,2,4,At Risk
3a478a5e,313,1,358.38,1,1,4,6,Potential Loyalists
3a564d70,2,1,351.19,4,1,4,9,Loyal Customers
3a6c34b5,110,1,151.76,3,1,2,6,Potential Loyalists
3a9963e9,208,1,210.49,2,1,3,6,Potential Loyalists
3ab536f9,260,1,360.33,1,1,4,6,Potential Loyalists
3abcdf53,108,1,263.07,3,1,3,7,Potential Loyalists
3adf00f3,112,1,343.64,3,1,4,8,Loyal Customers
3aec426f,5,1,52.25,4,1,1,6,Potential Loyalists
3b05ed95,17,1,435.67,4,1,4,9,Loyal Customers
3b12089e,151,1,315.7,3,1,4,8,Loyal Customers
3b240cf4,11,1,297.68,4,1,3,8,Loyal Customers
3b327b6e,222,1,211.61,2,1,3,6,Potential Loyalists
3b6187d3,134,1,137.33,3,1,2,6,Potential Loyalists
3b71545e,35,1,14.12,4,1,1,6,Potential Loyalists
3b7c7e0d,63,1,247.7,4,1,3,8,Loyal Customers
3b857e65,73,1,334.7,4,1,4,9,Loyal Customers
3b85b7a7,312,1,152.52,1,1,2,4,At Risk
3baef1f8,125,1,168.07,3,1,2,6,Potential Loyalists
3bb0a7a9,264,1,300.0,1,1,3,5,At Risk
3bb68633,271,1,23.91,1,1,1,3,Lost Customers
3bdcafad,213,1,50.7,2,1,1,4,At Risk
3be3ec37,124,1,279.05,3,1,3,7,Potential Loyalists
3be9cded,219,1,39.69,2,1,1,4,At Risk
3bea58ee,56,1,185.29,4,1,2,7,Potential Loyalists
3c3c8f20,175,1,246.62,2,1,3,6,Potential Loyalists
3c499277,203,1,108.64,2,1,2,5,At Risk
3c669dc7,74,1,145.82,4,1,2,7,Potential Loyalists
3c71e319,150,1,352.47,3,1,4,8,Loyal Customers
3c7b4f3a,153,1,33.98,3,1,1,5,At Risk
3c7fc849,58,1,22.9,4,1,1,6,Potential Loyalists
3c8ad6d6,143,1,76.69,3,1,1,5,At Risk
3c8bd82b,59,1,143.83,4,1,2,7,Potential Loyalists
3ca822ba,322,1,176.4,1,1,2,4,At Risk
3cab368a,261,1,390.94,1,1,4,6,Potential Loyalists
3cb0b368,222,1,120.91,2,1,2,5,At Risk
3cbdfed3,67,1,214.62,4,1,3,8,Loyal Customers
3ccd93cb,173,1,437.15,2,1,4,7,Potential Loyalists
3cce7ee7,279,1,292.14,1,1,3,5,At Risk
3cd036f6,111,1,175.64,3,1,2,6,Potential Loyalists
3ce1ce0e,126,1,421.59,3,1,4,8,Loyal Customers
3cfe3f1d,259,1,133.0,1,1,2,4,At Risk
3d080554,265,1,282.62,1,1,3,5,At Risk
3d0aec60,233,1,331.26,2,1,4,7,Potential Loyalists
3d31754b,202,1,279.13,2,1,3,6,Potential Loyalists
3d46ebd4,127,1,369.83,3,1,4,8,Loyal Customers
3d66faf7,198,1,246.18,2,1,3,6,Potential Loyalists
3d77ab6d,28,1,244.37,4,1,3,8,Loyal Customers
3d7f7e1e,234,1,219.96,2,1,3,6,Potential Loyalists
3d834a66,116,1,445.83,3,1,4,8,Loyal Customers
3d8cd018,307,1,83.05,1,1,1,3,Lost Customers
3d958865,114,1,156.61,3,1,2,6,Potential Loyalists
3d9773a1,112,1,54.06,3,1,1,5,At Risk
3da3aba7,27,1,65.94,4,1,1,6,Potential Loyalists
3dba894a,266,1,265.44,1,1,3,5,At Risk
3dd55fd2,251,1,347.7,1,1,4,6,Potential Loyalists
3ddad16f,269,1,272.06,1,1,3,5,At Risk
3ddc5a35,274,1,398.1,1,1,4,6,Potential Loyalists
3df3017f,230,1,256.32,2,1,3,6,Potential Loyalists
3e3b26e1,120,1,449.69,3,1,4,8,Loyal Customers
3e3ea054,160,1,450.56,3,1,4,8,Loyal Customers
3e41585f,142,1,378.9,3,1,4,8,Loyal Customers
3e4bac03,160,1,62.75,3,1,1,5,At Risk
3e5e2082,8,1,18.07,4,1,1,6,Potential Loyalists
3e68b451,131,1,305.29,3,1,4,8,Loyal Customers
3e84f488,78,1,165.78,4,1,2,7,Potential Loyalists
3eb4bfdf,287,1,466.18,1,1,4,6,Potential Loyalists
3eda4c58,34,1,89.63,4,1,1,6,Potential Loyalists
3efbfc39,72,1,308.52,4,1,4,9,Loyal Customers
3f09b3c3,299,1,138.81,1,1,2,4,At Risk
3f20311f,217,1,30.92,2,1,1,4,At Risk
3f26e7ae,214,1,186.61,2,1,2,5,At Risk
3f298345,175,1,344.44,2,1,4,7,Potential Loyalists
3f30ad0d,96,1,174.27,3,1,2,6,Potential Loyalists
3f331c72,169,1,261.11,2,1,3,6,Potential Loyalists
3f4a4d51,208,1,380.62,2,1,4,7,Potential Loyalists
3f62d926,214,1,20.08,2,1,1,4,At Risk
3f66002c,247,1,327.82,1,1,4,6,Potential Loyalists
3f68ed08,200,1,257.56,2,1,3,6,Potential Loyalists
3f6b72a8,206,1,393.81,2,1,4,7,Potential Loyalists
3f77ce33,290,1,22.1,1,1,1,3,Lost Customers
3fb7980a,22,1,300.25,4,1,3,8,Loyal Customers
3fdcdae8,106,1,120.93,3,1,2,6,Potential Loyalists
3fe0d733,12,1,272.66,4,1,3,8,Loyal Customers
3ffa9cc6,8,1,370.37,4,1,4,9,Loyal Customers
3fff6cb5,292,1,339.8,1,1,4,6,Potential Loyalists
400dbaf4,250,1,470.77,1,1,4,6,Potential Loyalists
4012628e,174,1,188.0,2,1,2,5,At Risk
403ab1e9,233,1,215.4,2,1,3,6,Potential Loyalists
4062921e,125,1,272.89,3,1,3,7,Potential Loyalists
406c736d,66,1,200.27,4,1,3,8,Loyal Customers
4082e1e2,84,1,37.61,3,1,1,5,At Risk
4086f63d,29,1,369.37,4,1,4,9,Loyal Customers
4098b81b,2,1,358.02,4,1,4,9,Loyal Customers
409bdf76,251,1,43.25,1,1,1,3,Lost Customers
409daa69,41,1,354.92,4,1,4,9,Loyal Customers
40abc61a,246,1,65.36,1,1,1,3,Lost Customers
40b01a0f,205,1,119.41,2,1,2,5,At Risk
40b0c467,22,1,297.32,4,1,3,8,Loyal Customers
40d1379a,248,1,205.67,1,1,3,5,At Risk
40d718b5,156,1,124.58,3,2,2,7,Potential Loyalists
40e362c2,103,1,25.66,3,2,1,6,Potential Loyalists
40f21ce7,93,1,281.97,3,2,3,8,Loyal Customers
40fcae03,92,1,216.94,3,2,3,8,Loyal Customers
41118f59,275,1,85.81,1,2,1,4,At Risk
411a29ef,204,1,303.64,2,2,3,7,Potential Loyalists
4125319c,170,1,122.36,2,2,2,6,Potential Loyalists
413a34dc,170,1,293.22,2,2,3,7,Potential Loyalists
414b8fad,256,1,34.74,1,2,1,4,At Risk
415b6195,248,1,27.27,1,2,1,4,At Risk
41622516,296,1,281.07,1,2,3,6,Potential Loyalists
41675c87,208,1,450.24,2,2,4,8,Loyal Customers
4176fef0,207,1,70.82,2,2,1,5,At Risk
417cac60,122,1,26.42,3,2,1,6,Potential Loyalists
41889d65,9,1,348.18,4,2,4,10,Champions
418f40d0,40,1,268.07,4,2,3,9,Loyal Customers
4199c751,201,1,40.79,2,2,1,5,At Risk
41b1a40a,3,1,107.26,4,2,2,8,Loyal Customers
41b3b567,295,1,309.09,1,2,4,7,Potential Loyalists
41ea1235,291,1,161.82,1,2,2,5,At Risk
420ef393,9,1,21.73,4,2,1,7,Potential Loyalists
